"Year","Event","DataCards","Deaths","Houses.Ruined","Affected","Monetary.LossUSD","Event_Severity","Event_factor"
"1988","RATIONING",1,0,0,13000,0,0,30
"1988","RAIN",94,214,111800,968500,1600000000,228,29
"1988","SNOWSTORM",2,9,0,0,0,450,33
"1988","STORM",9,3,6,10000,138000,33,35
"1988","STRONGWIND",14,31,0,0,100000000,221,36
"1988","STRUCTURE",1,16,0,0,0,1600,37
"1989","ACCIDENT",2,101,0,0,0,5050,1
"1989","DROUGHT",13,2,0,500000,603000000,15,7
"1989","EARTHQUAKE",16,2,0,0,0,12,8
"1989","EPIDEMIC",12,190,0,0,0,1583,10
"1989","EXPLOSION",9,13,11,0,21000000,144,12
"1989","FIRE",37,17,50,9,30000000,46,14
"1989","FLOOD",51,16,21424,720180,541200000,31,15
"1989","FORESTFIRE",14,0,0,0,0,0,17
"1989","FROST",26,44,0,0,1600000000,169,18
"1989","HAILSTORM",5,0,100,200,0,0,19
"1989","HEATWAVE",3,22,0,0,0,733,20
"1989","SINKING",2,0,17,68,0,0,32
"1989","LANDSLIDE",4,8,0,0,0,200,22
"1989","LEAK",4,4,0,250,0,100,23
"1989","COLD WAVE",1,2,0,0,0,200,6
"1989","PLAGUE",2,0,0,30,0,0,27
"1989","RATIONING",4,0,0,690000,0,0,30
"1989","RAIN",6,1,156,7800,0,17,29
"1989","STORM",9,24,2102,11300,12000000,267,35
"1989","STRONGWIND",4,4,15,0,0,100,36
"1989","STRUCTURE",1,12,0,0,0,1200,37
"1990","ACCIDENT",4,31,0,0,0,775,1
"1990","ALLUVION",1,0,0,22000,0,0,2
"1990","BIOLOGICAL",1,0,0,0,0,0,4
"1990","DROUGHT",1,0,0,0,0,0,7
"1990","EARTHQUAKE",1,0,0,0,0,0,8
"1990","ELECTRICSTORM",1,2,0,0,0,200,9
"1990","EPIDEMIC",30,461,0,0,0,1537,10
"1990","EXPLOSION",15,28,64,0,0,187,12
"1990","FIRE",34,16,701,447,22800000,47,14
"1990","FLOOD",76,232,4848,275172,240000,305,15
"1990","FORESTFIRE",14,0,0,0,0,0,17
"1990","FROST",3,9,0,0,0,300,18
"1990","HAILSTORM",2,0,50,1000,0,0,19
"1990","HEATWAVE",6,7,0,0,0,117,20
"1990","INTOXICATION",3,8,0,0,0,267,21
"1990","LANDSLIDE",7,20,29,350252,0,286,22
"1990","LEAK",16,4,0,248,0,25,23
"1990","COLD WAVE",1,1,0,0,0,100,6
"1990","PLAGUE",1,0,0,0,0,0,27
"1990","POLLUTION",31,0,0,200000,0,0,28
"1990","RAIN",11,357,225,160000,0,3245,29
"1990","STORM",40,75,745,106930,12000000,188,35
"1990","STRONGWIND",11,0,10,0,0,0,36
"1990","STRUCTURE",2,0,13,0,0,0,37
"1990","SURGE",1,0,0,1500,0,0,38
"1991","ACCIDENT",10,22,0,0,0,220,1
"1991","BIOLOGICAL",1,0,0,0,0,0,4
"1991","EARTHQUAKE",7,0,57,0,0,0,8
"1991","ELECTRICSTORM",2,2,0,0,0,100,9
"1991","EPIDEMIC",213,158,0,27,0,74,10
"1991","ERUPTION",2,0,0,0,0,0,11
"1991","EXPLOSION",9,6,40,1513,0,67,12
"1991","FIRE",27,47,878,323,1067100,174,14
"1991","FLOOD",229,194,32356,360631,622344000,85,15
"1991","FORESTFIRE",69,3,0,0,67860,4,17
"1991","FROST",5,30,0,0,0,600,18
"1991","HAILSTORM",2,0,100,500,0,0,19
